wikidata_name,wikidata_id,potential_drop,has_infobox,start_date,end_date,location_name,location_latlong,result,belligerent_sideA,belligerent_sideB,means_drones,means_airtoair,means_cruisemissiles,means_aerialbombing,means_closeairsupport,means_groundtroops,means_paramilitary,casualties_sideA,casualties_sideB,casualties_civilian,casualties_us,notes
Battle of al-Bab,Q27915277,0,1,2016-11-06,2017-02-23,"Al-Bab District, Aleppo Governorate, Syria",NA,"Major Turkish Army and rebel victory, significant advances for both the Syrian Army and SDF (Turkish Armed Forces and Turkish Free Syrian Army/allied Syrian rebels capture the city of al-Bab, the towns of Bizaah and Qabasin and 37 villages from ISIL and 4 villages from SDF; The Syrian Army captures 25 plus villages and towns including Tadef and several hills from ISIL)",Turkey; Free Syrian Army; Russia; United States,Islamic State of Iraq and the Levant,0,0,0,1,0,0,0,559,1348,444,NA,"The 444 civilian number is for all sides; The U.S. has been against ISIL only, simce 17 Jan 2017"
Palmyra offensive (December 2016),Q27988133,0,1,2016-12-08,2016-12-22,"Tadmur District, Eastern Homs Governorate, Syria",NA,Partial ISIL victory,Islamic State of Iraq and the Levant,Syria; Russia; Iran; CJTF-OIR,0,0,0,1,0,0,0,149,182,NA,NA,US not mentioned anywhere in article or infobox
2017 southern Syria offensive,Q28162889,0,1,2016-12-29,2017-05-30,"Syrian Desert, Suwayda Governorate, Rif Dimashq Governorate, Eastern Homs Governorate, Eastern Deir ez-Zor Governorate",NA,"Rebel victory (FSA-led rebels captured more than 1,800 square kilometers of territory from ISIL, Syrian Army captures more that 300 square kilometers of territory from ISIL in north-eastern Suwayda Governorate, ISIL expelled from the Suwayda Governorate and the eastern slopes of the Qalamoun mountains)","Free Syrian Army; CJTF-OIR (Jordan, United States)",Islamic State of Iraq and the Levant,0,0,0,1,0,0,1,117,21,NA,NA,"This campaign is listed as three offensives with seperate dates, I coded the dates as the complete range of offensives; Side A includes other actors that were active in Eastern Qalamoun only (Jaysh al-Islam, Ahrar al-Sham, Authenticity and Development Front, Tahrir al-Sham); airstrikes were used"
Fall of Sangin,Q30686667,0,1,2017-01-01,2017-03-27,"Sangin, Afghanistan",NA,Taliban victory (Taliban captures Sangin; Afghan forces withdrew from Sangin),Islamic Republic of Afghanistan; United States,Taliban,0,0,0,1,0,0,0,100,32,NA,NA,"Start date listed as January 2017, first of the month coded; U.S. listed in a supporting role"
East Aleppo offensive,Q28846183,0,1,2017-01-17,2017-04-05,"East Aleppo Governorate, Syria",36.3725°N 37.5178°E,"Syrian Army victory (The Syrian Army captures the city of Dayr Hafir, the towns of Tadef and Al-Khafsah, and nearly 250 villages, cuts off the Turkish Army from advancing further into Syria, and secures the water supply to Aleppo; The SDF captures 14 villages from ISIL; Turkish-backed rebels capture 5 villages from ISIL and one or two from the SDF; The SDF allow the Syrian Army to enter 20 towns and villages bordering the frontline with rebel forces; Assault on Jirah Military Airbase halted because of Hama offensive launched by the rebels)",Syrian Arab Republic; Russia; Hezbollah; Syrian Democratic Forces; United States,Islamic State,0,0,0,0,0,0,1,174,1250,NA,NA,"U.S. action against ISIL only in support of the Syrian Democratic Forces which were incolved in the conflict from (27 Feb - 6 Mar); Thirs side involved: Hawar Kills Operations Room, Ahrar al-Sham, Turkey (12-24 killed); Stated purpose of March 4th deployment of U.S. special forces was to deter hostile acts, enhance governance, and ensure there is no persistent YPG presence in Manbij"
Raid on Yakla,Q28716912,0,1,2017-01-29,2017-01-29,"Al-Ghayil, Al Bayda Governorate, Yemen",NA,Mission failure,United States; United Arab Emirates,al-Qaeda in the Arabian Peninsula,0,0,0,0,1,0,1,1,14,20,NA,Interesting case bc US officials claimed it was a success when it wasn't; side_B casulaties are a US claim and not verified; civilian casualties estimated 10-30 and mean is included in civilian casualty count; 1 civilian casualty was a US citizen
2017 Sangin airstrike,Q30323833,0,1,2017-02-10,2017-02-10,United States,32°04′24″N 64°50′16″E,NA,United States,Taliban,0,0,0,1,0,0,0,NA,NA,20,NA,American bombing of the Sangin District in the Helmand Province in Afghanistan; target claimed by the U.S. to be the Taliban; 18-22 civilians killed median coded; area witnesses indicated that there were no Taliban memners in the area and US tropps had visited the neighborhood days before the incident
2017 Mosul airstrike,Q29524697,0,1,2017-03-17,2017-03-17,"Mosul, Iraq",36.34°N 43.13°E,NA,United States,Islamic State of Iraq and the Levant,0,0,0,1,0,0,0,NA,NA,278,NA,American bombing of the al-Aghawat al-Jadidah neighborhood that killed hundreds of civilians; largest single death toll inflicted by a coalition air strike since the 2003 invastion of Iraq by U.S. forces; infobox casualty number coded but conflicted counts within the article 
Battle of Tabqa Dam,Q29258911,0,1,2017-03-22,2017-05-10,"Al-Thawrah District, Raqqa Governorate, Syria",NA,"Major SDF vicroty (The SDF gains a foodhold south of the Euphrates; The SDF captures Tabqa Airbase, Tabqa city, Tabqa Dam, and more than 8 villages)",Syrian Democratic Forces; Asayish; CJTF-OIR (United States; United Kingdom; France); Iraqi Kurdistan,Islamic State,0,0,0,0,1,1,1,NA,237,NA,NA,"Coalition bombings but unclear if it was the U.S. or not; SIde A casualties various reports, 100 killed (U.S. claim), 66 plus killed (various claims), 370 killed and wounded (ISIL claim); Side B casualties 133-340 (SDF claim) median coded"
2017 Nangarhar airstrike,Q29385187,0,1,2017-04-13,2017-04-13,"Achin District, Nangarhar Province, Afghanistan",34°04′24.01″N 70°37′52.37″E,NA,United States,Islamic State of Iraq and the Levant - Khorasan Province,0,0,0,1,0,0,0,NA,NA,NA,NA,United States conducted an airstrike with the goal of destroying tunnel complexes used by the Islamic State of Iraq and the Levant Khorasan Province; dropped the GBU-43/B Massive Ordance Air Blast (the largest non-nuclear bomb in its arsenal); 96 militants killed
Western Nineveh offensive (2017),Q30014900,0,1,2017-04-25,2017-06-27,"Western Nineveh Governorate, Iraq",NA,Decisive Iraqi victory,Iraq; United States; United Kingdom,Islamic State,0,0,0,1,0,0,0,20,507,NA,0,No info on means or civilian casualties
2017 raid on Barii,Q30625807,0,1,2017-05-05,2017-05-05,"Barii, Somalia",NA,Indecisive,United States; Federal Government of Somalia,Al-Shabaab,0,0,0,0,0,0,1,1,6,NA,1,"Location: Barii, 40 miles west of Mogadishu, Somalia; side B casualties 4-8 median coded; death od DEVGRU chief petty officer was the first US serviceman combat death in Somalia since the First Battle of Mogadishu in 1993; mission was aborted soon after insurgents opened fire"
2017 Shayrat missile strike,Q29197866,0,1,2017-05-07,2017-05-07,"Shayrat Airbase, Shayrat, Syria",34°29′39″N 36°54′40″E,NA,United States,Ba'athist Syrian Government,0,0,1,0,0,0,0,NA,NA,2,NA,Single-site targeted military strike executed by the United States Navy; 59 tomahawks fired at Shayrat Airbse in direct response to the Khan Shaykhun chemical attack; 7 soldiers killes (per Syrian Government); 9 soldiers killed (per SOHR); the target is listed in the inbox as Shayrat Airbase (as unilateral action targeting the Ba'athist Syrian government)
2017 Baghdad–Damascus highway offensive,Q29991963,0,1,2017-05-07,2017-07-13,"Syrian Desert, Syria ",NA,"Decisive Syrian Army and allies victory (In late May, Syrian Army captured over 20,000 sq km of territory,  including the Damascus-Palmyra highway and a large part of the eastern half od As-Suwayda province, encircling the rebel-held Eastern Qalamoun pocket; Syrian Army secured part of Syrian-Iraqi border for the first time since 2015, at the same time erasing the frontline between US-backed forces and ISIL; Syrian Army approaches and enters the province of Deir ez-Zor Governorate from the south, cutting the Al-Qaim-Al-Sukhnah road; By mid-July, Syrian Army captured 3,000 sq km of territory from the FSA in the north-eastern part As-Suwayda province and southern Rif Dimashq province)",Free Syrian Army; United States; Jordan; United Kingdom; Norway,Syrian Arab Republic; Russia; Iran,0,1,0,1,0,0,1,NA,NA,NA,NA,"United States, Jordan, United Kingdom, and Norway were supporting actors; conflict included 3 sides; 3 side was Islamic State of Iraq and the Levant"
2017 Baghdad–Damascus highway offensive,Q29991963,0,1,2017-05-07,2017-07-13,"Syrian Desert, Syria ",NA,"Decisive Syrian Army and allies victory (In late May, Syrian Army captured over 20,000 sq km of territory,  including the Damascus-Palmyra highway and a large part of the eastern half od As-Suwayda province, encircling the rebel-held Eastern Qalamoun pocket; Syrian Army secured part of Syrian-Iraqi border for the first time since 2015, at the same time erasing the frontline between US-backed forces and ISIL; Syrian Army approaches and enters the province of Deir ez-Zor Governorate from the south, cutting the Al-Qaim-Al-Sukhnah road; By mid-July, Syrian Army captured 3,000 sq km of territory from the FSA in the north-eastern part As-Suwayda province and southern Rif Dimashq province)",Free Syrian Army; United States; Jordan; United Kingdom; Norway,Islamic State of Iraq and the Levant,0,0,0,0,0,0,1,NA,NA,NA,NA,"United States, Jordan, United Kingdom, and Norway were supporting actors; conflict included 3 sides"
Raid on Al Hathla,Q30089867,0,1,2017-05-23,2017-05-23,"Al Hathla, Ma'rib Governorate, Yemen",NA,American victory,United States,al-Qaeda in the Arabian Peninsula,0,0,0,0,1,0,1,0,7,5,0,
Battle of Raqqa (2017),Q30140821,0,1,2017-06-06,2017-10-17,"Raqqa, Raqqa Governorate, Syria",NA,Decisive SDF and allies victory,Syrian Democratic Forces; United States,ISIL,0,0,0,1,0,0,0,655,1246,1700,0,US provided air support as part of CJTF-OIR
Battle of Tora Bora (2017),Q30304278,0,1,2017-06-06,2017-06-25,"Pachir Aw Agam District, Nangarhar Province, Afghanistan",NA,Afghan government victory,Taliban; Afghanistan; United States,ISIL-K,0,0,0,1,0,0,0,12,22,NA,NA,"2017-04-13 U.S. bombed and largely destroyed the cave systems in Achin District that were used by ISIL-K as a main base, this engagement was prior to the listed dates of this battle but there is no other mention of U.S. action in its supporting role; Side A casualties ""dozens"" killed (ISIL-K offensive), 22 killed (government offensive) second claim coded"
Ja'Din shootdown incident,Q60756557,0,1,2017-06-18,2017-06-18,"Ja'Din, Raqqa Governorate, Syria",35°40′50″N 38°42′40″E,Syrian Air Force Su-22 Fitter shot down,United States; Syrian Democratic Forces,Syrian Arab Republic,0,1,0,0,0,0,0,0,0,0,0,
Deir ez-Zor offensive,Q39899474,0,1,2017-09-08,2018-08-04,Syria,,"Decisive SDF and allied victory (The SDF captures 14,020 square kilometers of territory (containing at least 50,000 civilians); In spring 2018, the SDF pauses the campaign without fully clearing ISIL from easter Syria, for a couple of months, due to the Turkish-led invasion of Afrin; The SDF captuures Hajin, the last major stronghold, from ISIL on 14 December 2018; The SDF captures ISIL's last stronghold, Baghuz Fawqani, on 13 February 2019, with the exeption of an ISIL camp south of the town; The SDF fully defeats ISIL on 23 March, ending ISIL territorial control east of the Euphrates River)",Syrian Democratic Forces; Federal Security Forces; International Freedom Battalion; CJTF-OIR (United States; United Kingdom; France; Netherlands); Russia; Iraq,Islamic State of Iraq and the Levant,0,0,0,1,1,1,1,1372,3261,634,NA,"Dates: First phase (2017-09-08 - 2018-05-05), Second phase (2018-05-01 - 2018-08-04) coded from the beginning of phase one to the end of phase two; Location: Eastern Syria (Southern Al-Hasakah Governorate; Eastern Deir ez-Zor Governorate); drones used for surveilance; additional 720 prisoners executed by ISIL (not coded anywhere)"
Hawija offensive (2017),Q40532579,0,1,2017-09-20,2017-10-08,"Eastern Saladin Governorate, Iraq; Kirkuk Governorate, Iraq; Northern Diyala Governorate, Iraq",35°19′30″N 43°46′20″E,Decisive Iraqi victory,Iraq; Iran; CJTF-OIR (United States),Islamic State,0,0,0,1,0,0,0,NA,942,NA,NA,"Territorial Changes: The Iraqi Army recaptures hawija, 155 villages, and the rest of the easter Salahuddin and Diyala Provinces; Units involved list the United States Air Force, but there is no mention of U.S. action or involvement"
Eastern Syria insurgency,Q60761563,0,1,2017-10-11,NA,Syria,NA,Ongoing,Rojava (Syrian Democratic Forces; Self-Defence Forces HXP; Internal Security Forces Asayish); CJTF-OIR (United States),Islamic State of Iraq and the Levant (Wilayat al-Sham); Syrian government loyalists (Popular Resistance of the Eastern Region; Popular Resistance in Hasakah; Popular Resistance in Manbij); Turkish-backed Free Syrian Army (Harakat al-Qiyam; Ahrar al-Sharqiya; Gathering of the Eastern Martyrs; Revolutionaries in the Land of Deir ez-Zor; Special Tasks Battalion; Pro-opposition tribes); al-Nusra Front,0,0,0,1,0,1,1,315,204,151,6,
December 2017 Chad Basin clash,Q60754741,0,1,2017-12-06,2017-12-06,"Diffa Region, Niger",NA,Nigerian and American victory,Niger; United States; France,ISIL-West Africa,0,0,0,0,0,0,1,0,11,NA,0,2 of Side B casualties were suicide bombers
Iraqi insurgency (2017–present),Q57890365,0,1,2017-12-09,NA,Iraq,NA,NA,Iraq; Rojava; CJTF-OIR; United States; United Kingdom; Germany; France; Italy; Kurdistan Region,Iraqi Opposition; Islamic State,0,0,0,1,0,1,1,175,NA,NA,8,"Status: Ongoing; Marine Raiders killed while advising and accompanying Iraqi Security Forces during a mission to eliminate ISIS stronghold; civilian and side B casualties unknown; U.S. casualties non-hostile, 2 HH-60 Pave Hawk helicopters crashed , but no mention of its use (does this imply CAS?)"
Deir ez-Zor Governorate clashes (April 2018),Q52941555,0,1,2018-04-29,2018-04-29,"Euphrates, Dier ez-Zor Governorate, Syria",NA,"Inconclusive, minor Syrian government gains (Syrian pro-government forces capture four villages; SDF recaptures all four villages (per SDF) or at least three (per SOHR))",Syrian Democratic Forces; CJTF-OIR (United States),Syrian Government; Wagner Group,0,0,0,1,0,0,0,6,9,NA,NA,"local sources claim that US-led coalition jets hit pro-government forces attacking the SDF, although the Pentagon stated they only conducted warning aistrikes and did not hit the pro-government troops directly (no other mention of airstrieks besides this one)"
2018 missile strikes against Syria,Q51844684,0,1,2018-04-12,2018-04-12,Syria,NA,NA,United States; France; United Kingdom,Syria,0,0,1,0,0,0,0,NA,NA,NA,NA,"Planned by United Kingdom, France, and the United States; Objective: Degrade Syria's facilities for porduction of chemical weapons and deter their use; Outcome: All targets either detroyed of severely damaged (US claim) minimal damage (Syrian claim)"
December 2018 airstrikes in Gandarshe,Q60765736,0,1,2018-12-15,2018-12-16,"Gandarshe, Banaadir, Somalia",1.833333°N 44.966667°E,NA,United States; Federal Government of Somalia,Al-Shabaab,0,0,0,1,0,0,0,NA,NA,NA,NA,Target: Al-Shabaab camp and vehicles; Executed by: United States Africa Command in coordination with the Federal Government of Somalia; Outcome: Attack on Somali military base prevented; Casualties: 62 Al-Shabaab militants killed
Battle of Baghuz Fawqani,Q61843818,0,1,2019-02-09,2019-03-23,"Al-Baghuz Fawqani, Abu Kamai District, Dier ez-Zor Governorate, Syria",34°27′37″N 40°57′13″E,"Decisive SDF and coalition victory (The SDF launches series of assaults in accordance with civilian evacuations; ISIL's ""tent city"", the heart of the ISIL enclave, is captured by the SDF on 19 March; ISIL territory is almost completely eradicated from Syria on 23 March, beginning an insurgency phase)",Syrian Democratic Forces; International Freedom Battalion; CJTF-OIR (United States; France; United Kingdom); Iraq,Islamic State of Iraq and the Levant,0,0,0,1,1,1,1,65,NA,474,NA,"Side B casualties: 259 killed (per SOHR), 1,300 killed (per SDF)"
Operation Cyclone,Q1585785,1,1,1979-01-01,1989-01-01,Afghanistan,NA,Delivery of thousands of tons of weaponry worth billions of US dollars; Eventual Soviet withdrawal from Afghanistan; Continued funding for mujahideen during Civil War period 1989-1992,Inter-Services Intelligence; Central Intelligence Agency; Secret Intelligence Service,Afghanistan; USSR,0,0,0,0,0,0,0,NA,NA,NA,NA,Operatoin was just about covertly arming and financing mujahideen
Operation Desert Farewell,Q7096973,1,0,1991-01-01,1991-01-01,Kuwait,NA,NA,NA,NA,0,0,0,0,0,1,0,NA,NA,NA,NA,Name for the return of US units and equipments to the US after the liberation of Kuwait
Battle of Bubiyan,Q4870581,1,1,1991-01-29,1991-02-02,Persian Gulf,NA,Coalition victory (Iraqi Navy and Air Force disabled and largely destroyed),United States; United Kingdom; Canada,Iraq,0,0,0,0,0,0,0,0,NA,NA,0,"Only U.S. involvement seems to be the fact that the Iraqi Navy's last action was to fire a Silkworm missile at the battleship USS Missouri, the missile was intercepted midflight from a British Sea Dart missile"
Operation Sky Monitor,Q1000306,1,1,1992-10-16,1992-12-1993,Bosnia-Herzegovina,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,US monitored no-fly zone over Bosnia as part of a NATO coalition but did not engage because of strict rules of engagement; infobox doesn't contain a lot of info
